Company,Funding Round,Amount,Date,RupeesAmount
Haldia Coke,Private Equity,"₹1,250,000,000","Jul 26, 2010",1250000000
OOH Media,Venture - Series Unknown,—,"Sep 1, 2006",0
REI Six Ten Retail,Post-IPO Equity,—,"Jan 1, 2011",0
Skelta Software,Series A,"$1,500,000","Nov 15, 2006",112500000
Groupe Athena,Venture - Series Unknown,"$2,355,000","Mar 3, 2010",176625000
Walsons Services,Funding Round,—,"Nov 29, 2007",0
Hopscotch,Pre-Seed,—,"Dec 8, 2012",0
GVR Infra Projects Ltd,Private Equity,—,"Jul 1, 2011",0
Ace Hotel Brokers,Venture - Series Unknown,—,"Jun 1, 2012",0
iBall,Venture - Series Unknown,—,"Jan 24, 2011",0
Infrasoft Technologies,Venture - Series Unknown,"$24,800,000","Jul 11, 2007",1860000000
9.9 Media,Venture - Series Unknown,"$7,500,000","Oct 14, 2008",562500000
RG Stone,Private Equity,"₹900,000,000","Mar 1, 2011",900000000
Davanam Jewellers,Venture - Series Unknown,—,"Mar 15, 2012",0
Intas Pharmaceuticals,Private Equity,"$11,000,000","Jan 1, 2005",825000000
Brandis Manufacturing and Marketing,Private Equity,"₹700,000,000","Nov 8, 2012",700000000
Dexetra,Series A,"$1,000,000","Jan 31, 2013",75000000
FREECULTR,Series B,"$9,000,000","Jul 17, 2012",675000000
Biltube,Private Equity,"₹450,000,000","Oct 1, 2009",450000000
RG Stone,Private Equity,"$10,000,000","Nov 13, 2007",750000000
C.Mahendra Exports,Post-IPO Equity,—,"Sep 29, 2012",0
Quintegra Solutions,Private Equity,"$49,000,000","Oct 1, 2007",3675000000
Sohan Lal Commodity Management,Venture - Series Unknown,"₹100,000,000","Jun 11, 2010",100000000
Rupeetalk,Seed,"$260,000","Dec 1, 2007",19500000
Calorie Care,Private Equity,—,"Jun 1, 2007",0
MedPlus,Private Equity,"$90,000,000","Mar 14, 2011",6750000000
Shilpa Medicare,Private Equity,—,"Aug 16, 2010",0
Gingersoft Media,Venture - Series Unknown,"$2,000,000","Nov 29, 2007",150000000
The Wadhwa Group,Venture - Series Unknown,—,"Sep 1, 2012",0
Unbxd,Seed,—,"Sep 26, 2012",0
Edutor,Angel,"$400,000","Mar 26, 2012",30000000
Ark Builders,Venture - Series Unknown,—,"Jan 21, 2012",0
Babajob,Series A,—,"Jun 1, 2012",0
Tirumala Milk Products,Private Equity,"₹1,000,000,000","May 1, 2010",1000000000
Dharti,Venture - Series Unknown,—,"Mar 1, 2008",0
Shriram Transport Finance Company,Post-IPO Equity,—,"Jan 5, 2005",0
ApnaCircle Infotech,Venture - Series Unknown,—,"Apr 15, 2008",0
MedPlus,Private Equity,"₹230,000,000","Mar 22, 2007",230000000
Imperial Spirits,Venture - Series Unknown,"$4,850,000","Jun 1, 2008",363750000
Lestacworld.com - A US Based LLC,Pre-Seed,"$50,000","Jan 19, 1919",3750000
Tejas Networks India,Series E,"$24,000,000","Oct 18, 2007",1800000000
Raheja Universal,Venture - Series Unknown,—,"Sep 1, 2010",0
Dataweave,Pre-Seed,"$20,000","Mar 25, 2012",1500000
Hippocampus Learning Centres,Seed,—,"Feb 5, 2012",0
Komli Media,Series D,"$39,000,000","Jun 12, 2012",2925000000
United Mobile Apps,Angel,"$200,000","Mar 31, 2009",15000000
iNurture,Venture - Series Unknown,—,"Jul 1, 2012",0
Karvy Group,Private Equity,"$110,000,000","Nov 1, 2007",8250000000
Saholic.com,Seed,—,"Jan 1, 2010",0
Amanora,Venture - Series Unknown,—,"Aug 2, 2007",0
United Mobile Apps,Series A,"$1,000,000","Apr 26, 2012",75000000
Fintellix Solutions,Series A,"$3,230,000","Jan 29, 2010",242250000
Aegon Life Insurance,Venture - Series Unknown,—,"May 26, 2008",0
KPR Mill Limited,Private Equity,"₹1,050,000,000","Aug 28, 2007",1050000000
Vidad Metrix,Non-equity Assistance,—,"Jan 11, 2013",0
Orb Energy,Venture - Series Unknown,"$1,100,000","Jun 20, 2011",82500000
K-12 Techno Services,Series B,—,"Nov 1, 2012",0
Equitas Holdings,Venture - Series Unknown,—,"Oct 18, 2012",0
SGT,Venture - Series Unknown,"₹166,900,000","Jul 1, 2006",166900000
AuthWave Technologies,Seed,"₹43,000,000","Jul 1, 2008",43000000
Central Parking Services,Venture - Series Unknown,"$5,000,000","Oct 5, 2010",375000000
Asianet Communications,Secondary Market,"₹1,680,000,000","Sep 10, 2010",1680000000
KOTTED,Debt Financing,"$1,500,000","Jan 1, 2008",112500000
Sloka Telecom,Series A,"$900,458","Mar 1, 2011",67534350
Real Image Media Technologies,Venture - Series Unknown,"$2,080,000","Dec 1, 2004",156000000
Hathway,Private Equity,"$60,000,000","Mar 27, 2007",4500000000
Germin8,Angel,"$2,400,000","Jan 1, 2013",180000000
HCL Technologies,Post-IPO Equity,"$220,000,000","Jul 10, 2008",16500000000
Shreem,Venture - Series Unknown,—,"May 4, 2010",0
Village Laundry Service,Seed,—,"Jan 1, 2010",0
Tata Teleservices,Post-IPO Equity,"₹26,670,000,000","Mar 6, 2006",26670000000
The Yellow Chilli,Private Equity,—,"Feb 14, 2011",0
BWDA Finance,Venture - Series Unknown,"₹65,000,000","Apr 20, 2011",65000000
Excelsoft,Private Equity,"$30,000,000","Apr 1, 2008",2250000000
Hurricane Media,Private Equity,—,"Jun 20, 2012",0
Vennfer,Venture - Series Unknown,"₹500,000,000","Feb 1, 2011",500000000
Renaissance Group,Private Equity,"$18,000,000","Apr 1, 2002",1350000000
Celon Laboratories,Venture - Series Unknown,"$15,800,000","Oct 8, 2010",1185000000
BookingArena.com,Seed,"$20,000","Mar 5, 2012",1500000
Ranbaxy Laboratories,Private Equity,"$23,000,000","Sep 1, 2005",1725000000
ValueFirst,Venture - Series Unknown,"$15,300,000","Feb 4, 2011",1147500000
Job Junction,Venture - Series Unknown,"₹30,000,000","Jun 1, 2009",30000000
Wipro,Post-IPO Equity,—,"Oct 1, 2006",0
Dusters Total Solution Services,Private Equity,"₹100,000,000","Dec 6, 2010",100000000
Excelsoft,Venture - Series Unknown,"$8,620,000","Sep 17, 2008",646500000
Contrans Logistic,Private Equity,"₹400,000,000","Nov 21, 2008",400000000
Ansal Housing,Post-IPO Equity,—,"Oct 20, 2008",0
TalentSprint Educational Services,Series A,"$4,000,000","Apr 25, 2012",300000000
Prabhat Dairy,Venture - Series Unknown,—,"Nov 27, 2012",0
The Centurion Bank of Punjab,Post-IPO Equity,"₹1,340,000,000","Jun 3, 2006",1340000000
BBF Industries,Private Equity,"₹300,000,000","Feb 1, 2008",300000000
Apalya Technologies,Series B,"$7,500,000","Jan 12, 2011",562500000
mydala.com,Angel,"$200,000","Aug 1, 2010",15000000
PropertyFirst.com,Series B,"$44,300,000","Nov 1, 1999",3322500000
Tapgage,Pre-Seed,"$30,000","Jun 26, 2012",2250000
Naabo Solutions,Seed,—,"Aug 13, 2009",0
Cybercity Builders & Developers,Venture - Series Unknown,—,"Feb 1, 2012",0
Anipr,Non-equity Assistance,—,"May 1, 2012",0
Canvera Digital Technologies,Venture - Series Unknown,"$873,000","Sep 21, 2010",65475000
Zuvvu,Seed,"$12,000","Nov 1, 2011",900000
Veta,Venture - Series Unknown,"$10,000,000","Oct 6, 2007",750000000
eGlobe,Venture - Series Unknown,"$15,000,000","Jan 31, 2000",1125000000
Vuppalamritha Magnetic Components,Venture - Series Unknown,"₹1,100,000,000","Oct 1, 2008",1100000000
Iris Energy,Private Equity,—,"Feb 13, 2012",0
Extenprise,Pre-Seed,"₹10,000,000","Apr 1, 2004",10000000
Click,Seed,"MX$3,000,000","Oct 25, 2012",225000000
Guruji,Series B,"$8,000,000","Jan 1, 2007",600000000
Sulaxmi Finance,Venture - Series Unknown,"₹20,300,000","Jul 1, 2009",20300000
K. S. Oils,Post-IPO Equity,—,"Jul 1, 2009",0
Chai Point,Angel,"$920,000","Mar 1, 2012",69000000
Pyramid Saimira,Venture - Series Unknown,—,"May 22, 2006",0
Adithya Automotive Applications,Private Equity,—,"Jun 3, 2009",0
Emaar MGF Land,Venture - Series Unknown,—,"Jun 1, 2010",0
Affle,Series B,—,"Feb 25, 2010",0
GKB optolabs,Venture - Series Unknown,—,"Nov 2, 2012",0
Hanung Toys & Textiles,Venture - Series Unknown,—,"Feb 11, 2006",0
Yatra,Venture - Series Unknown,"$2,000,000,000","Apr 20, 2011",150000000000
Karmic Lifesciences,Series A,"$500,000","Apr 1, 2009",37500000
iYogi,Series D,"$30,000,000","Dec 13, 2010",2250000000
Plustxt,Non-equity Assistance,—,"Jan 11, 2013",0
SFO Technologies,Private Equity,"₹1,665,000,000","May 24, 2011",1665000000
iStream.com,Series A,"$5,000,000","Nov 17, 2011",375000000
Unnati Silks Pvt Ltd,Series A,"$3,500,000","May 1, 2012",262500000
Drishtee Development and Communication Ltd.,Debt Financing,"$600,000","Sep 20, 2006",45000000
Asian Hotels West,Private Equity,"₹800,000,000","Jul 1, 2010",800000000
FabFurnish,Venture - Series Unknown,—,"Jan 6, 2013",0
Vayavya Labs,Seed,"$330,000","Dec 1, 2006",24750000
ShopClues,Series A,"$4,000,000","Jan 1, 2012",300000000
Security & Intelligence Services (India) Ltd.,Private Equity,—,"Jan 1, 2013",0
Nazara Technologies,Seed,—,"Apr 1, 2002",0
MNGL,Venture - Series Unknown,"₹400,000,000","Apr 1, 2009",400000000
Pride Group of Hotels,Private Equity,—,"Oct 4, 2007",0
Lexsphere,Venture - Series Unknown,"₹86,900,000","May 1, 2005",86900000
A N Buildwell,Venture - Series Unknown,—,"Aug 1, 2008",0
Just Dial,Series E,"$57,000,000","Jun 27, 2012",4275000000
Tema India,Private Equity,"$12,000,000","Apr 6, 2005",900000000
Om Pizzas and Eats,Venture - Series Unknown,"₹100,000,000","Jul 11, 2012",100000000
Vana Vidyut,Venture - Series Unknown,"₹180,000,000","Apr 9, 2012",180000000
Alfa Corpuscles,Venture - Series Unknown,"$1,220,000","Oct 31, 2012",91500000
HealthCare Global,Venture - Series Unknown,—,"May 2, 2011",0
National Science & Technology Entrepreneurship Development Board,Grant,"$49,549","Oct 19, 2007",3716175
Coastal Projects,Private Equity,"₹2,326,900,000","Dec 1, 2009",2326900000
Althea Systems,Series A,"$3,000,000","Nov 17, 2010",225000000
George Edcare,Venture - Series Unknown,—,"Dec 1, 2012",0
Tecpro Systems,Private Equity,—,"Jul 1, 2006",0
Nadhi,Seed,—,"Oct 1, 2008",0
Om Pizzas and Eats,Venture - Series Unknown,"₹500,000,000","Dec 27, 2010",500000000
Abhay Nutrition,Venture - Series Unknown,"₹260,000,000","Aug 10, 2011",260000000
Yatra,Series B,"$17,000,000","Jul 29, 2008",1275000000
Pranav Construction Systems,Venture - Series Unknown,"₹500,000,000","Feb 19, 2009",500000000
Shweta Buildwell,Venture - Series Unknown,—,"Jun 23, 2006",0
ERisk,Series A,"$14,500,000","Jun 27, 2000",1087500000
IceNet,Seed,"₹40,000,000","Jun 1, 2001",40000000
CarveNiche,Seed,"₹10,000,000","Feb 23, 2012",10000000
Brand Calculus,Venture - Series Unknown,—,"May 8, 2009",0
SIGNATURE SMILES,Venture - Series Unknown,—,"Jun 3, 2011",0
ColdEx,Private Equity,"$10,000,000","Dec 24, 2010",750000000
National Stock Exchange,Private Equity,—,"Mar 10, 2007",0
Robo Silicon,Private Equity,—,"Dec 1, 2007",0
KOTTED,Series A,"$1,000,000","Jan 1, 2006",75000000
IMC,Private Equity,"$50,000,000","Oct 12, 2010",3750000000
Smart Order,Seed,"$31,000","Feb 1, 2012",2325000
Fintellix Solutions,Series B,"$9,200,000","Dec 12, 2012",690000000
Jubilant Life Sciences,Private Equity,—,"Jul 7, 2005",0
Roof For Two,Grant,—,"Nov 1, 2011",0
Nogle Technologies,Angel,"$250,000","Mar 1, 2011",18750000
SnapBizz CloudTech,Seed,"$1,700,000","Jan 1, 2013",127500000
Wipro,Post-IPO Equity,—,"Sep 1, 2007",0
Innobits,Venture - Series Unknown,"$398,000","Nov 23, 2007",29850000
Bhilwara Energy,Private Equity,"₹1,050,000,000","Jul 3, 2007",1050000000
SIRO Clinpharm,Venture - Series Unknown,"₹150,000,000","Jun 26, 2006",150000000
InMobi,Series C,"$200,000,000","Sep 15, 2011",15000000000
Via.com,Venture - Series Unknown,"$11,000,000","Oct 27, 2009",825000000
Playzio,Non-equity Assistance,—,"Jun 1, 2012",0
eSCORE,Venture - Series Unknown,—,"Sep 22, 2012",0
Ramprastha Group,Venture - Series Unknown,—,"May 13, 2010",0
Timbor Home,Venture - Series Unknown,—,"Jul 18, 2007",0
Suvidhaa,Series B,"$7,000,000","Aug 18, 2010",525000000
A LITTLE WORLD,Series A,"$2,000,000","Mar 1, 2007",150000000
People Matters,Seed,"₹40,000,000","May 8, 2012",40000000
LetsBuy.com,Series A,"$6,000,000","Jan 18, 2011",450000000
Textual Analytics Solutions,Seed,"$250,000","Jun 18, 2008",18750000
The Family Doctor,Series A,"$2,000,000","Jan 1, 2011",150000000
Yebhi,Series A,"₹100,000,000","Feb 10, 2011",100000000
Kanakia Spaces,Venture - Series Unknown,—,"Aug 1, 2008",0
BASIX Krishi Samruddhi,Venture - Series Unknown,"₹90,000,000","May 11, 2012",90000000
Agua Wireless Systems,Seed,—,"Nov 25, 2012",0
Avesthagen,Venture - Series Unknown,"$5,530,000","May 7, 2007",414750000
Saija Finance,Series B,"$4,500,000","Jun 14, 2012",337500000
Reasoning Global eApplications Ltd.,Venture - Series Unknown,"$1,000,000","Jan 1, 2009",75000000
JVL Agro,Venture - Series Unknown,—,"Jan 1, 2013",0
Axis Bank,Post-IPO Equity,"₹3,700,000,000","Aug 31, 2006",3700000000
ABC Live,Debt Financing,"$25,000","Jan 5, 2007",1875000
Komli Media,Series B,"$6,000,000","Jul 14, 2010",450000000
iPolicy Networks,Venture - Series Unknown,"$3,000,000","Nov 3, 2006",225000000
Monarch Innovative Technologies,Venture - Series Unknown,"$5,500,000","Sep 28, 2010",412500000
inTarvo,Venture - Series Unknown,"$7,900,000","Oct 16, 2007",592500000
Aditya Birla Fashion and Retail,Venture - Series Unknown,—,"Mar 1, 2005",0
Flipkart,Series C,"$20,000,000","Jun 16, 2011",1500000000
Zim Laboratories,Venture - Series Unknown,"$8,200,000","Jan 3, 2013",615000000
IndiaMART,Venture - Series Unknown,—,"Jan 1, 2007",0
MyNewDeals.com,Seed,"$200,000","Jan 1, 2010",15000000
SEACO,Private Equity,"₹794,300,000","Mar 1, 2011",794300000
dateIITians,Seed,"$20,000","Jan 22, 2012",1500000
Raykal Aluminium Company Pvt Ltd,Funding Round,—,"Jun 11, 2012",0
