Company,Funding Round,Amount,Date,RupeesAmount
ChargeZone,Seed,"$3,000,000","Nov 4, 2020",225000000
KritiLabs Technologies,Series A,—,"Oct 25, 2019",0
Burger Singh,Seed,"$1,000,000","Sep 7, 2016",75000000
VRL Logistics,Private Equity,"₹1,750,000,000","Apr 24, 2012",1750000000
Vasudev Adigas FastFood,Private Equity,—,"Mar 1, 2012",0
Healofy,Seed,"$1,000,000","Mar 14, 2018",75000000
Wiggles India,Seed,"$5,500,000","Oct 28, 2021",412500000
Power2SME,Series E,"$10,000,000","Sep 5, 2017",750000000
Arvind Limited,Corporate Round,"₹2,600,000,000","Jul 9, 2020",2600000000
Digicare,Corporate Round,"$7,430,000","Jul 15, 2019",557250000
Karkhana.io,Seed,"$1,500,000","Jan 12, 2021",112500000
at.money,Venture - Series Unknown,—,"May 1, 2018",0
Icustommadeit,Venture - Series Unknown,—,"Nov 15, 2015",0
PayLatr,Grant,"$100,000","Feb 1, 2017",7500000
Veritas Finance,Series B,"₹1,200,000,000","Dec 13, 2017",1200000000
Prolific,Venture - Series Unknown,—,"Jan 1, 2019",0
Kutumb,Series A,"$26,500,000","Jun 14, 2021",1987500000
Park+,Series A,"$11,000,000","Jan 22, 2020",825000000
TVS Industrial & Logistics Parks,Venture - Series Unknown,"₹4,000,000,000","Dec 17, 2020",4000000000
Ujjivan Financial Services,Private Equity,"$90,188,000","Mar 20, 2015",6764100000
B:Live,Seed,"$1,000,000","Mar 17, 2021",75000000
BigBasket,Debt Financing,"$51,780,000","Apr 15, 2020",3883500000
CropBytes,Pre-Seed,"$150,000","Oct 3, 2020",11250000
AgroStar,Series D,"$70,000,000","Oct 7, 2021",5250000000
Bizongo,Series C,"₹683,500,000","Jan 8, 2021",683500000
Mojocare,Seed,"₹240,000,000","Oct 1, 2020",240000000
Canopi,Seed,—,"Mar 1, 2017",0
speakX,Series A,"₹440,000,000","Aug 16, 2021",440000000
BigBasket,Series F,"$150,000,000","May 6, 2019",11250000000
RBL Bank,Venture - Series Unknown,"₹4,880,000,000","Dec 21, 2015",4880000000
RBL Bank,Post-IPO Equity,"₹16,800,000","Jul 8, 2017",16800000
Rainbow Hospitals,Venture - Series Unknown,"$19,500,000","Aug 13, 2013",1462500000
Rainbow Hospitals,Series B,"$16,350,000","Feb 4, 2016",1226250000
Pristine Logistics & InfraProjects,Venture - Series Unknown,"$25,000,000","Jan 29, 2015",1875000000
RBL Bank,Venture - Series Unknown,"₹328,000,000","Apr 10, 2014",328000000
Narayana Hrudayalaya,Venture - Series Unknown,"$48,000,000","Dec 1, 2014",3600000000
Loadshare Networks,Series B,"₹1,000,000,000","May 4, 2020",1000000000
Boond,Venture - Series Unknown,—,"Jan 1, 2014",0
Jana Small Finance Bank,Venture - Series Unknown,"₹3,300,000,000","Jan 11, 2016",3300000000
OnePlay,Pre-Seed,"$30,000","Mar 4, 2021",2250000
Xeno,Seed,—,"Nov 1, 2021",0
Riskcovry,Seed,—,"Mar 15, 2019",0
Hera,Seed,"$1,000,000","Sep 22, 2021",75000000
Evolve Snacks,Seed,"$201,182","Apr 22, 2019",15088650
Cropin,Series C,"$20,000,000","Jan 6, 2021",1500000000
Cholamandalam,Post-IPO Debt,"₹4,000,000,000","Jan 10, 2020",4000000000
Teabox,Debt Financing,—,"Jun 1, 2016",0
Ayana Renewable Power,Private Equity,"$330,000,000","Feb 28, 2019",24750000000
Ayana Renewable Power,Private Equity,"$390,000,000","Dec 18, 2020",29250000000
Medikabazaar,Series C,"₹4,330,000,000","Sep 22, 2021",4330000000
Teabox,Venture - Series Unknown,—,"Jun 9, 2016",0
Openhouse,Series A,"₹440,000,000","Dec 19, 2019",440000000
Tidy Up,Angel,"₹200,000","Jul 1, 2021",200000
SAI Life Sciences,Secondary Market,"₹9,000,000,000","Jul 7, 2018",9000000000
ShareChat,Series D,"$100,000,000","Aug 15, 2019",7500000000
Aether,Seed,—,"Dec 19, 2018",0
Cashfree Payments,Funding Round,—,"Jun 7, 2021",0
Chingari,Seed,"₹100,000,000","Jul 22, 2020",100000000
Bandhan Bank,Private Equity,"₹13,420,000,000","Mar 15, 2018",13420000000
Bookthesurprise,Pre-Seed,"₹50,000,000","Nov 24, 2017",50000000
Buildzar,Seed,"$4,000,000","Jan 27, 2016",300000000
Mennta,Pre-Seed,"₹300,000","Mar 28, 2021",300000
Fropcorn,Angel,—,"Mar 3, 2015",0
Gramophone,Angel,"$1,500,000","May 1, 2017",112500000
Shortlist,Series A,"$2,000,000","Jan 28, 2019",150000000
Shortlist,Seed,"$1,000,000","Sep 19, 2017",75000000
Gayatri Highways L,Private Equity,—,"Sep 1, 2008",0
Shiksha Finance,Private Equity,"₹550,000,000","Feb 13, 2019",550000000
CollegeShala,Seed,"$250,000","Nov 30, 2020",18750000
Utkal Tubers,Seed,"$4,600,000","May 12, 2017",345000000
Fingerlix,Series B,"$7,000,000","Oct 17, 2017",525000000
BYJU'S,Series F,"₹27,000,000,000","Oct 4, 2021",27000000000
Qoohoo,Seed,"$800,000","Mar 2, 2021",60000000
Uni Cards,Seed,"$18,500,000","Oct 6, 2020",1387500000
UrbanKisaan,Seed,—,"Mar 2, 2021",0
Rigi,Seed,"$1,300,000","Aug 24, 2021",97500000
Tripoto Travel Private Limited,Seed,"$400,000","Nov 11, 2014",30000000
Probo,Seed,—,"Mar 1, 2021",0
Unbound Finance,Seed,"$5,800,000","Jun 10, 2021",435000000
Next Media,Post-IPO Equity,—,"Apr 24, 2019",0
Raise Financial Services,Seed,—,"Feb 25, 2021",0
Teabox,Debt Financing,—,"Dec 1, 2017",0
Marksman Technologies,Seed,—,"Mar 20, 2020",0
CiSApp,Pre-Seed,"$180,000","Feb 18, 2021",13500000
CityMall,Seed,"$300,000","Oct 3, 2019",22500000
fleetx.io,Series A,"$2,800,000","Feb 3, 2020",210000000
DotPe,Seed,"$8,000,000","Feb 6, 2020",600000000
ClickPost,Seed,—,"Apr 1, 2020",0
DrinkPrime,Seed,—,"Apr 23, 2020",0
The Hosteller,Seed,"$1,000,000","Nov 1, 2021",75000000
AspectO Technologies,Pre-Seed,"$250,000","Oct 1, 2021",18750000
Intents Mobi,Seed,"$600,000","Apr 20, 2021",45000000
YardOne,Pre-Seed,"$100,000","Dec 25, 2013",7500000
NexStem,Angel,—,"Aug 1, 2020",0
Gourmet Garden,Series A,"₹250,000,000","Jun 30, 2021",250000000
Square Yards,Venture - Series Unknown,"$20,000,000","Sep 19, 2019",1500000000
FITSO,Seed,—,"Feb 2, 2020",0
Ambee,Angel,"$37,000","Oct 25, 2016",2775000
ZeoAuto,Seed,"$150,000","Mar 16, 2020",11250000
Zingbus,Seed,—,"Feb 9, 2021",0
Vini Cosmetic,Venture - Series Unknown,"₹2,000,000,000","Sep 5, 2017",2000000000
ZOKO,Seed,"₹102,000,000","Mar 31, 2021",102000000
Ultrahuman,Series B,"$17,500,000","Aug 16, 2021",1312500000
Dukaan®,Series A,"₹803,000,000","Sep 5, 2021",803000000
Pilgrim,Series A,"₹130,000,000","Jun 15, 2021",130000000
1 India Family Mart,Corporate Round,"₹50,000,000","Sep 9, 2021",50000000
1 India Family Mart,Venture - Series Unknown,"$6,500,000","Jan 18, 2018",487500000
Furlenco,Series B,"$15,000,000","Oct 18, 2016",1125000000
Gobillion,Pre-Seed,"$125,000","Aug 31, 2021",9375000
Findmeashoe,Convertible Note,"$120,000","Jul 17, 2017",9000000
Picxy,Pre-Seed,"$120,000","Jan 15, 2020",9000000
NoBroker,Debt Financing,"₹170,000,000","Jun 4, 2019",170000000
1 India Family Mart,Debt Financing,"₹200,000,000","May 2, 2019",200000000
FamPay,Pre-Seed,"$150,000","May 17, 2019",11250000
Robo Bionics,Seed,"₹3,000,000","Sep 1, 2019",3000000
Goldsetu,Pre-Seed,—,"Jun 9, 2021",0
Robo Bionics,Grant,"₹2,000,000","Sep 29, 2019",2000000
Robotguru Education Technologies,Grant,"₹500,000","Oct 6, 2020",500000
Dhruva Space,Grant,"$500,000","Oct 6, 2020",37500000
Kodo,Seed,—,"Mar 23, 2021",0
Mandya Organic,Grant,"₹500,000","Oct 6, 2020",500000
Jackfruit365,Grant,"₹500,000","Oct 6, 2020",500000
Groupin Solutions Inc,Pre-Seed,—,"Mar 1, 2021",0
Planys Technologies,Grant,"₹500,000","Oct 6, 2020",500000
Aloe E-Cell,Grant,"₹500,000","Oct 6, 2020",500000
BIK,Series A,"$10,800,000","Sep 3, 2021",810000000
Olly Smart Credit Card,Non-equity Assistance,—,"Dec 10, 2016",0
SnPC Machines,Grant,"₹500,000","Oct 6, 2020",500000
Innaumation,Grant,"₹500,000","Oct 6, 2020",500000
Fabheads Automation,Grant,"₹500,000","Oct 6, 2020",500000
Sukriti Social Foundation,Grant,"₹500,000","Oct 6, 2020",500000
Kickhead Softwares Pvt Ltd,Grant,"₹500,000","Oct 6, 2020",500000
Eye-D,Grant,"₹500,000","Oct 6, 2020",500000
Wellthy Therapeutics,Grant,"₹500,000","Oct 6, 2020",500000
Scapic,Grant,"₹500,000","Oct 6, 2020",500000
Skyroot Aerospace,Grant,"₹500,000","Oct 6, 2020",500000
Nava Design Innovation & Innovation,Grant,"₹500,000","Oct 6, 2020",500000
NIRAMAI Health Analytix,Grant,"₹500,000","Oct 6, 2020",500000
BharatPe,Grant,"₹500,000","Oct 6, 2020",500000
Staqu Technologies,Grant,"₹500,000","Oct 6, 2020",500000
Bonayu Lifesciences,Grant,"₹500,000","Oct 6, 2020",500000
MinionLabs,Grant,"₹500,000","Oct 6, 2020",500000
Cornext,Grant,"₹500,000","Oct 6, 2020",500000
Wicked Ride Adventure Services,Grant,"₹500,000","Oct 6, 2020",500000
Taraltec Solutions,Grant,"₹500,000","Oct 6, 2020",500000
Foodcloud,Grant,"₹500,000","Oct 6, 2020",500000
Zepto,Series A,"$6,500,000","Mar 22, 2021",487500000
Buildpan,Seed,"$500,000","Sep 4, 2020",37500000
INKINDIALEGAL.com,Seed,"$100,000","Apr 4, 2020",7500000
Lendingkart,Venture - Series Unknown,"₹210,000,000","Aug 16, 2019",210000000
Pelican Essentials,Pre-Seed,"$250,000","Aug 1, 2021",18750000
StackBuild.in,Angel,"$100,000","Sep 1, 2018",7500000
Quicko Media,Pre-Seed,"₹100,000","Nov 24, 2019",100000
Starya,Angel,"₹18,000,000","Apr 4, 2021",18000000
Netafim Agricultural Financing Agency,Debt Financing,"$40,000,000","Apr 26, 2021",3000000000
Olive Living,Private Equity,"$2,187,500","Aug 9, 2019",164062500
Karma Healthcare,Equity Crowdfunding,"₹30,000,000","Feb 2, 2018",30000000
DAWG Motors,Pre-Seed,"$1,000,000","Dec 1, 2019",75000000
Wellbeing Nutrition,Venture - Series Unknown,—,"Jun 10, 2021",0
Spyne,Seed,"₹45,000,000","Mar 3, 2020",45000000
Centre for Cellular and Molecular Platforms,Grant,"₹120,000,000","May 10, 2021",120000000
Startup Chaupal,Pre-Seed,—,"Feb 3, 2020",0
KrypC,Angel,"$1,000,000","Dec 8, 2020",75000000
Spandana Sphoorty Financial Limited,Debt Financing,"$170,000,000","Apr 5, 2017",12750000000
AmpIn Energy Transition (Formerly Amp Energy India),Venture - Series Unknown,"₹7,440,000,000","Jul 31, 2021",7440000000
MentorKart,Pre-Seed,—,"Apr 2, 2021",0
Cyclops Medtech,Seed,"$1,000,000","Sep 19, 2018",75000000
Eduvanz,Series B,"₹1,000,000,000","Aug 5, 2021",1000000000
Blowhorn,Seed,"$270,000","Nov 13, 2014",20250000
i3systems,Seed,"$1,000,000","May 9, 2018",75000000
Cuemath,Series A,"$4,000,000","Jun 6, 2016",300000000
DRIVEU,Venture - Series Unknown,"₹70,000,000","Nov 13, 2018",70000000
i3systems,Seed,"$1,500,000","Sep 10, 2020",112500000
iPolicy Networks,Series B,"$15,000,000","Oct 4, 2005",1125000000
CareerNinja,Pre-Seed,"$300,000","Jul 20, 2021",22500000
Blowhorn,Series A,"$3,750,000","Mar 7, 2017",281250000
BharatAgri,Series A,"$6,500,000","Sep 2, 2021",487500000
WordBeat,Non-equity Assistance,—,"Nov 4, 2019",0
ITI Growth Opportunities Fund,Seed,"$600,000","Aug 31, 2021",45000000
Tonbo Imaging,Series B,"$7,000,001","Sep 15, 2017",525000075
Kiko Live,Seed,"$425,000","Feb 5, 2021",31875000
InnerChef,Series A,"$6,500,000","Jan 8, 2019",487500000
Dogether,Pre-Seed,—,"Nov 8, 2017",0
Pixtory,Seed,—,"Jul 5, 2017",0
DeliverFuel,Seed,"$450,000","Apr 4, 2020",33750000
Coutloot,Series A,—,"Jan 7, 2019",0
Flickstree,Series A,"$3,000,000","Feb 28, 2020",225000000
NewsPlus,Convertible Note,—,"Oct 19, 2016",0
Instoried,Seed,"$1,000,000","Oct 8, 2020",75000000
Gift on the go,Convertible Note,—,"May 11, 2016",0
PhoneParLoan,Seed,—,"Feb 26, 2020",0
RAW Pressery,Debt Financing,"₹300,000,000","Aug 21, 2018",300000000
Flickstree,Seed,—,"Nov 26, 2018",0
Superpro.ai,Seed,—,"Dec 18, 2019",0
Awign,Seed,"₹50,000,000","Jan 18, 2018",50000000
Bandhoo,Seed,"₹81,000,000","Jul 27, 2021",81000000
Buildpan,Convertible Note,—,"Apr 7, 2021",0
HUVIAiR Technologies,Seed,—,"Dec 24, 2020",0
RAW Pressery,Venture - Series Unknown,"₹35,000,000","Aug 21, 2018",35000000
Miraquill,Seed,—,"May 13, 2019",0
Tokn,Seed,—,"Apr 2, 2020",0
PharmEasy,Series F,"$500,000,000","Jul 7, 2021",37500000000
BRFL Textiles,Private Equity,"₹2,400,000,000","Feb 11, 2021",2400000000
MobiGarage,Seed,—,"Jul 22, 2020",0
Stelis Biopharma,Series C,"$125,000,000","Mar 19, 2021",9375000000
Vidyakul,Seed,—,"Aug 20, 2019",0
Zomato,Series I,"$62,500,000","Mar 2, 2019",4687500000
Shuttl,Convertible Note,—,"Jan 1, 2019",0
Pencil,Seed,—,"Feb 13, 2020",0
Vani,Seed,—,"May 22, 2020",0
Miraquill,Seed,—,"Dec 22, 2018",0
MikeLegal,Seed,—,"Sep 8, 2020",0
Coutloot,Series A,—,"Oct 8, 2020",0
Olly Smart Credit Card,Seed,—,"Dec 12, 2018",0
Flickstree,Series A,—,"Nov 6, 2019",0
WhatsCut Pro,Seed,—,"Jul 17, 2019",0
Zotezo.com,Seed,—,"Dec 20, 2019",0
KalaGato,Pre-Seed,—,"Apr 1, 2020",0
Supplynote,Seed,—,"Feb 22, 2020",0
Adurcup,Seed,—,"Nov 20, 2019",0
Sattviko,Seed,"$765,000","Sep 11, 2017",57375000
Zasket,Seed,—,"Sep 21, 2021",0
Try & Buy Fashion,Seed,"$970,000","Nov 21, 2018",72750000
CliniVantage Healthcare,Non-equity Assistance,—,"Mar 23, 2020",0
Gigzoe,Non-equity Assistance,—,"Apr 17, 2020",0
The Convo Space,Pre-Seed,"$80,000","Jun 8, 2021",6000000
True Balance,Venture - Series Unknown,—,"Jan 1, 2014",0
Polynomial,Pre-Seed,"$1,100,000","Oct 20, 2021",82500000
Amwoodo Eco Products Pvt Ltd,Debt Financing,"$240,000","Jan 3, 2021",18000000
Boon,Series A,"$1,200,000","Aug 3, 2015",90000000
Vedantu,Series C,"$42,000,000","Aug 29, 2019",3150000000
Snazzy,Seed,—,"Mar 22, 2021",0
Dost Education,Seed,—,"Mar 21, 2017",0
Fourcee Infrastructure Equipments Private Limited,Private Equity,—,"Jan 12, 2012",0
Secondwind,Seed,"$2,200,000","Feb 4, 2021",165000000
Vyome Therapeutics,Venture - Series Unknown,—,"Jan 1, 2019",0
Persistent Systems,Series A,"$18,800,000","Dec 9, 2005",1410000000
Tejas Networks India,Series C,"$15,000,000","Jan 6, 2005",1125000000
Polymorph Design Studio,Pre-Seed,"$100,000","Jan 1, 2021",7500000
Skillkidz,Grant,"$25,000","Sep 18, 2021",1875000
Biryani By Kilo,Angel,"₹25,000,000","Feb 20, 2017",25000000
Flowey Corporation Worldwide,Debt Financing,"₹100,000","Apr 1, 2021",100000
AADYAH Aerospace,Seed,"₹65,000,000","Sep 29, 2017",65000000
Krab,Seed,—,"Apr 27, 2021",0
Voosh Software technologies,Seed,—,"Mar 22, 2021",0
Udhaar,Seed,—,"Mar 31, 2021",0
Faucone,Pre-Seed,"$10,000","Nov 14, 2020",750000
Spenny,Seed,—,"Jul 16, 2020",0
Hashtag Loyalty,Seed,—,"Jun 29, 2018",0
blinkit,Series F,"$10,000,000","Jul 15, 2019",750000000
Dream Sports,Funding Round,—,"Jan 1, 2010",0
National Stock Exchange,Private Equity,"₹11,300,000,000","Jul 1, 2020",11300000000
KredX,Series A,"₹400,000,000","Oct 25, 2016",400000000
Matter,Seed,"$7,000,000","Jan 4, 2020",525000000
Enpocket,Series C,"$9,500,000","Dec 9, 2004",712500000
GoMechanic,Series A,"$4,900,000","Jan 23, 2019",367500000
Powerhouse91,Seed,—,"Jun 30, 2021",0
LittleBird,Non-equity Assistance,—,"Sep 8, 2020",0
boAt,Debt Financing,"₹160,000,000","Jul 26, 2019",160000000
Infinite Uptime,Pre-Seed,—,"Jan 19, 2016",0
BigBasket,Debt Financing,"$839,000","Oct 10, 2017",62925000
Humus,Seed,"$250,000","Dec 2, 2020",18750000
Porter,Series E,"₹7,500,000,000","Oct 25, 2021",7500000000
Instoried,Seed,—,"Mar 23, 2021",0
Ascend Telecom Infrastructure Pvt. Ltd,Venture - Series Unknown,—,"Jul 1, 2007",0
Rolex Rings,Private Equity,"$40,000,000","Sep 1, 2007",3000000000
Practically,Seed,"$5,000,000","Sep 4, 2019",375000000
9X Media Pvt. Ltd.,Private Equity,—,"Aug 1, 2007",0
91Squarefeet,Series A,—,"Jul 28, 2020",0
AgroStar,Series A,—,"Oct 31, 2014",0
Namaste Business,Venture - Series Unknown,—,"Aug 22, 2019",0
Flux Auto,Venture - Series Unknown,—,"Mar 22, 2021",0
ANS Commerce,Seed,—,"Sep 30, 2020",0
Aisle,Seed,—,"Feb 28, 2015",0
Oorja Development Solutions,Seed,"$1,000,000","Oct 19, 2021",75000000
Khatabook,Pre-Seed,—,"Aug 22, 2018",0
Redcliffe Labs,Venture - Series Unknown,—,"Mar 22, 2021",0
Zoomcar,Series A,"$8,000,000","Oct 31, 2014",600000000
Seven,Pre-Seed,"$83,000","Aug 1, 2020",6225000
honc,Pre-Seed,"$550,000","Mar 24, 2021",41250000
IEEARC Technologies Pvt Ltd,Seed,—,"Apr 2, 2018",0
ZunRoof,Series A,"$3,000,000","Mar 16, 2020",225000000
Neogrowth,Series A,—,"Mar 28, 2014",0
Bira 91,Debt Financing,"$3,889,530","Dec 1, 2017",291714750
Betterhalf,Seed,"$300,000","May 26, 2021",22500000
AyushPay,Angel,"$150,000","May 1, 2021",11250000
Neogrowth,Venture - Series Unknown,"₹100,000,000","Mar 26, 2014",100000000
Udaan,Series D,"$280,000,000","Jan 6, 2021",21000000000
Equitas Holdings,Private Equity,"$100,000,000","Apr 4, 2016",7500000000
OneFin,Venture - Series Unknown,—,"Mar 22, 2017",0
DocVita,Venture - Series Unknown,—,"Mar 22, 2020",0
Ninjacart,Series A,"$3,000,000","Mar 7, 2016",225000000
JoinSub,Venture - Series Unknown,—,"Mar 22, 2021",0
Flasho,Venture - Series Unknown,—,"Mar 22, 2020",0
Swadesh,Pre-Seed,—,"Aug 22, 2019",0
Open Financial Technologies,Series C,"$100,000,000","Sep 9, 2021",7500000000
Refrens,Seed,—,"May 12, 2020",0
CAPHIQ,Pre-Seed,"$7,000","Jun 15, 2020",525000
SMECorner,Debt Financing,"₹250,000,000","Jun 20, 2018",250000000
Dr Lal PathLabs,Venture - Series Unknown,"$1,910,000,000","Dec 7, 2015",143250000000
DM Tiger,Pre-Seed,—,"Mar 22, 2020",0
Rebel Foods,Debt Financing,"$4,000,000","Feb 9, 2015",300000000
Pokeify,Seed,"$1,000,000","May 1, 2021",75000000
Pokeify,Angel,"$100,000","Feb 1, 2019",7500000
TechEagle Innovations,Seed,"$500,000","Sep 7, 2021",37500000
Rare Planet,Seed,"$160,000","Jan 1, 2019",12000000
Pokeify,Pre-Seed,"$150,000","Oct 1, 2020",11250000
Ujjivan Financial Services,Venture - Series Unknown,"$25,000,000","Feb 1, 2012",1875000000
Techfino Capital,Venture - Series Unknown,—,"Apr 21, 2021",0
SquadStack,Series A,—,"Feb 10, 2017",0
Rivigo,Series B,"$30,000,000","Dec 17, 2015",2250000000
Loanzen,Venture - Series Unknown,—,"Nov 24, 2019",0
Metro Telworks,Private Equity,"$4,500,000","Jan 6, 2010",337500000
Sitara,Venture - Series Unknown,—,"Jan 1, 2014",0
Games24x7,Seed,—,"Jun 5, 2006",0
Bira 91,Debt Financing,"$15,000,000","Jan 4, 2021",1125000000
Bira 91,Corporate Round,"$15,000,000","Jan 4, 2021",1125000000
True Balance,Series B,"₩5,000,000,000","Feb 8, 2017",0
Anvayaa Kin Care Pvt. Ltd,Pre-Seed,"$157,000","Apr 10, 2018",11775000
JetLenses,Seed,—,"Aug 20, 2018",0
SNet Labs,Series A,"₹100,000","Sep 30, 2020",100000
Car Club,Seed,"₹203,300,000","Aug 1, 2007",203300000
Car Club,Seed,"₹91,200,000","Jan 1, 2010",91200000
Dachier,Angel,"₹2,000,000","Jan 1, 2021",2000000
Unnati,Angel,—,"Oct 5, 2020",0
HILO DESIGN,Angel,—,"May 15, 2019",0
Tata Capital,Debt Financing,"₹1,800,000,000","Jan 2, 2019",1800000000
Magenta Mobility,Seed,"₹90,000,000","Jan 7, 2021",90000000
Campsvilla,Seed,"₹2,000,000","Apr 8, 2021",2000000
HyperleapAI,Pre-Seed,"$100,000","Jan 10, 2021",7500000
Mugafi,Seed,"$2,000,000","Feb 8, 2021",150000000
Bimaplan,Series A,—,"Apr 9, 2021",0
Yuva Pay,Pre-Seed,"$50,000","Oct 21, 2020",3750000
Karbon,Seed,"$1,000,000","Apr 22, 2020",75000000
MysticLand Global Citizenship Education,Pre-Seed,—,"Nov 1, 2020",0
KrypC,Seed,"$1,000,000","Nov 1, 2017",75000000
Ashnni Motors,Grant,—,"Jan 1, 2021",0
Hurricane Media,Series A,—,"Jun 20, 2016",0
CION Cancer Clinics,Seed,"₹82,040,000","Jan 15, 2021",82040000
WiserNotify,Angel,"$30,000","Jan 5, 2021",2250000
Hypnosys,Pre-Seed,"$10,000","Jun 14, 2021",750000
Trell,Series B,"₹3,350,000,000","Jul 12, 2021",3350000000
NGeneBio,Series B,"₩12,000,000,000","Nov 20, 2018",0
CyberMedia Research,Funding Round,—,"Jan 3, 2018",0
Hurricane Media,Pre-Seed,—,"Mar 5, 2012",0
Minkspay,Pre-Seed,—,"Jul 5, 2019",0
StockGro,Pre-Seed,—,"Jul 3, 2020",0
Express Stores,Series A,—,"Aug 5, 2021",0
Pariksha,Seed,—,"Nov 17, 2020",0
WebEngage,Series B,—,"Sep 5, 2021",0
The Zero Games,Seed,—,"Apr 5, 2018",0
FinFort,Seed,"$750,000","Apr 4, 2017",56250000
Hurricane Media,Series A,—,"Jan 10, 2014",0
Hurricane Media,Seed,—,"May 15, 2012",0
Flipkart,Private Equity,"$700,000,000","Jul 28, 2015",52500000000
Hurricane Media,Series B,—,"Jun 20, 2019",0
Hurricane Media,Series A,—,"May 10, 2014",0
Flipkart,Series E,"$160,000,000","Oct 8, 2013",12000000000
Qubento Technologies Pvt Ltd,Pre-Seed,"$30,000","Apr 21, 2020",2250000
ThoreCoin,Pre-Seed,"$120,000","Feb 16, 2019",9000000
AgroStar,Seed,"$733,944","Apr 1, 2013",55045800
Bueno Finance,Seed,"$3,000,000","Jun 22, 2021",225000000
ZiffyHealth,Pre-Seed,—,"Sep 30, 2021",0
NowoChat,Pre-Seed,"$37,000","Sep 1, 2020",2775000
Trancis,Pre-Seed,"$270,000","Feb 9, 2015",20250000
LetsTransport,Venture - Series Unknown,—,"Jan 1, 2017",0
DocsApp,Venture - Series Unknown,—,"Jan 1, 2018",0
FunctionUp,Pre-Seed,—,"Jun 28, 2021",0
Pensil,Pre-Seed,—,"Apr 15, 2021",0
Heliware,Pre-Seed,—,"Mar 1, 2020",0
Zolve,Seed,"$15,000,000","Feb 17, 2021",1125000000
Zolve,Series A,"₹3,000,000,000","Oct 26, 2021",3000000000
Ather Electric Scooter Dealership Ather Energy Franchise Cost,Seed,"$500,000","Mar 4, 2018",37500000
Innov8 Coworking,Seed,—,"Aug 24, 2016",0
True Balance,Seed,—,"Oct 1, 2015",0
Aykez,Pre-Seed,"$430,000","Feb 9, 2021",32250000
Aayu by MedCords,Series A,"₹50,000,000","Nov 1, 2021",50000000
TechBiz,Pre-Seed,"$500,000","Mar 22, 2021",37500000
Grene Robotics,Seed,"$330,000","Oct 1, 2011",24750000
Grene Robotics,Seed,"$860,000","Sep 15, 2014",64500000
Grene Robotics,Seed,"$530,000","Dec 9, 2016",39750000
Grene Robotics,Seed,"$690,000","Nov 12, 2015",51750000
Grene Robotics,Seed,"$260,000","Oct 1, 2012",19500000
HealthifyMe,Series C,"₹5,600,000,000","Jul 20, 2021",5600000000
Grene Robotics,Seed,"$1,860,000","May 1, 2021",139500000
Grene Robotics,Seed,"$530,000","Aug 5, 2017",39750000
Grene Robotics,Seed,"$270,000","Nov 5, 2013",20250000
Grene Robotics,Debt Financing,"$430,000","Nov 5, 2020",32250000
Grene Robotics,Debt Financing,"$20,000","Nov 25, 2019",1500000
True Balance,Series B,—,"Feb 26, 2019",0
Spenny,Seed,"$150,000","Mar 16, 2020",11250000
Demaze Technologies,Series A,"$1,246,000","Dec 21, 2017",93450000
ServiceMela,Pre-Seed,—,"Jan 1, 2021",0
Si6 Associates,Pre-Seed,"$200,000","Jul 1, 2020",15000000
WoodenEdge Furniture,Pre-Seed,"$500,000","Jan 1, 2021",37500000
True Balance,Series B,"$23,000,000","Apr 20, 2018",1725000000
True Balance,Series B,"₹1,000,000,000","Feb 20, 2017",1000000000
Coolberg,Series A,"$3,500,000","Nov 13, 2019",262500000
iHeal HealthTech,Pre-Seed,"$8,000","Jun 1, 2018",600000
CaterNinja.com,Pre-Seed,—,"Feb 28, 2020",0
Heliware,Pre-Seed,—,"Mar 3, 2018",0
Kudos Finance & Investments,Seed,—,"Apr 6, 2021",0
BluSmart Mobility,Series A,"₹1,850,000,000","Sep 30, 2021",1850000000
alveofit,Angel,"$200,000","Jun 19, 2021",15000000
Trell,Series A,"$11,450,000","Aug 17, 2020",858750000
Mynvax,Series A,"₹310,000,000","Jul 19, 2021",310000000
Bimaplan,Seed,"$500,000","Mar 16, 2021",37500000
Agnikul,Seed,—,"Feb 10, 2021",0
Chalo,Series C,"$40,000,000","Oct 5, 2021",3000000000
Tilt,Seed,—,"Jun 1, 2021",0
PolicyBazaar,Secondary Market,"$80,000,000","Jul 7, 2020",6000000000
Skit,Series A,"$5,100,000","May 6, 2020",382500000
MitronTV,Seed,"₹20,000,000","Jul 1, 2020",20000000
mewt,Pre-Seed,"$577,200","Oct 10, 2021",43290000
Aventose Energy,Pre-Seed,"$600,000","Apr 1, 2020",45000000
FreeStand Sampling,Pre-Seed,"$150,000","Apr 21, 2021",11250000
The Clashify,Seed,"$400,000","Jan 31, 2020",30000000
Sohan Lal Commodity Management,Debt Financing,"$3,000,000","Apr 10, 2019",225000000
ClearTax,Pre-Seed,—,"Aug 19, 2014",0
sirfera,Seed,"₹100,000","Apr 2, 2020",100000
Zuzu,Series A,—,"Jun 28, 2021",0
Zomoz,Seed,"₹40,000,000","Nov 1, 2021",40000000
Clickokart,Seed,—,"Sep 14, 2021",0
XtraCover,Seed,"₹100,000,000","Jan 1, 2020",100000000
3Cheer,Pre-Seed,"$500,000","Mar 5, 2018",37500000
Jofind Resources Companies,Series A,"$100,000","Mar 3, 2001",7500000
